# DisplayName	AssetName	SourceEra	ProjectEraHint	SourcePack	SourceGroup	SourceCategory	ProjectCategoryHint	GameplayCategory	BuildCost	BlueprintCost	ConnectionCostPerCell	IsLandmark	KeybindAction	AssetPath	BlueprintPath
Herbalist	DA_T6Herbalist	Nature	Modern	Nature	Nature	PublicServices	PublicService	Healthcare	1500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\Herbalist\DA_T6Herbalist.uasset	/Game/Blueprints/Buildings/DLC/Nature/Herbalist/DA_T6Herbalist
Magazine Stand	DA_MagazineStand	Nature	Modern	Nature	Nature	PublicServices	PublicService	Media	600	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\MagazineStand\DA_MagazineStand.uasset	/Game/Blueprints/Buildings/DLC/Nature/MagazineStand/DA_MagazineStand
Outdoor Gym	DA_OutdoorGym	Nature	Modern	Nature	Nature	PublicServices	PublicService	Healthcare	950	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\OutdoorGym\DA_OutdoorGym.uasset	/Game/Blueprints/Buildings/DLC/Nature/OutdoorGym/DA_OutdoorGym
Wayside Shrine	DA_WaysideShrine	Nature	Modern	Nature	Nature	PublicServices	PublicService	Religious	950	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\WaysideShrine\DA_WaysideShrine.uasset	/Game/Blueprints/Buildings/DLC/Nature/WaysideShrine/DA_WaysideShrine
Campsite	DA_Campsite	Nature	Modern	Nature	Nature	Tourism	Tourism	Tourism	2000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Nature\Campsite\DA_Campsite.uasset	/Game/Blueprints/Buildings/DLC/Nature/Campsite/DA_Campsite
Floating Restaurant	DA_T6FloatingRestaurant	Waterborne	Modern	Waterborne	Waterborne	Entertainment	Entertainment	Entertainment	3800	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\FloatingRestaurant\DA_T6FloatingRestaurant.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/FloatingRestaurant/DA_T6FloatingRestaurant
Tourist Submarine	DA_TouristSubmarine	Waterborne	Modern	Waterborne	Waterborne	Entertainment	Entertainment	Entertainment	5500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\TouristSubmarine\DA_TouristSubmarine.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/TouristSubmarine/DA_TouristSubmarine
Pearl Divers	DA_PearlDivers	Waterborne	Modern	Waterborne	Waterborne	FoodAndResources	FoodResource		1000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\PearlDivers\DA_PearlDivers.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/PearlDivers/DA_PearlDivers
Floating Mansion	DA_T6FloatingMansion	Waterborne	Modern	Waterborne	Waterborne	Housing	Housing	Residential	2000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\FloatingMansion\DA_T6FloatingMansion.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/FloatingMansion/DA_T6FloatingMansion
Floating Neighborhood	DA_T6FloatingNeighborhood	Waterborne	Modern	Waterborne	Waterborne	Housing	Housing	Residential	4000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\FloatingNeighborhood\DA_T6FloatingNeighborhood.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/FloatingNeighborhood/DA_T6FloatingNeighborhood
Residential Boat	DA_T6ResidentialBoat	Waterborne	Modern	Waterborne	Waterborne	Housing	Housing	Residential	1300	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\ResidentialBoat\DA_T6ResidentialBoat.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/ResidentialBoat/DA_T6ResidentialBoat
El Prez Yacht Shipyard	DA_ElPrezYachtShipyard	Waterborne	Modern	Waterborne	Waterborne	Industry	Industry	Industrial	25000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\ElPrezYachtShipyard\DA_ElPrezYachtShipyard.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/ElPrezYachtShipyard/DA_ElPrezYachtShipyard
Artificial Coral Reef	DA_ArtificialCoralReef	Waterborne	Modern	Waterborne	Waterborne	Infrastructure	Infrastructure		5000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\ArtificialCoralReef\DA_ArtificialCoralReef.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/ArtificialCoralReef/DA_ArtificialCoralReef
Lighthouse	DA_Lighthouse	Waterborne	Modern	Waterborne	Waterborne	Infrastructure	Infrastructure		6000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\Lighthouse\DA_Lighthouse.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/Lighthouse/DA_Lighthouse
Tidal Power Station	DA_T6TidalPowerStation	Waterborne	Modern	Waterborne	Waterborne	Infrastructure	Infrastructure		14000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\TidalPowerStation\DA_T6TidalPowerStation.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/TidalPowerStation/DA_T6TidalPowerStation
Golden	DA_ElPrezYacht_Golden	Waterborne	Modern	Waterborne	Waterborne	LuxuryEntertainment	LuxuryEntertainment	Entertainment	0	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\ElPrezYachtShipyard\ElPrezYacht\Golden\DA_ElPrezYacht_Golden.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/ElPrezYachtShipyard/ElPrezYacht/Golden/DA_ElPrezYacht_Golden
Island	DA_ElPrezYacht_Island	Waterborne	Modern	Waterborne	Waterborne	LuxuryEntertainment	LuxuryEntertainment	Entertainment	0	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\ElPrezYachtShipyard\ElPrezYacht\Island\DA_ElPrezYacht_Island.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/ElPrezYachtShipyard/ElPrezYacht/Island/DA_ElPrezYacht_Island
Tropitanic	DA_ElPrezYacht_Tropitanic	Waterborne	Modern	Waterborne	Waterborne	LuxuryEntertainment	LuxuryEntertainment	Entertainment	0	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\ElPrezYachtShipyard\ElPrezYacht\Tropitanic\DA_ElPrezYacht_Tropitanic.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/ElPrezYachtShipyard/ElPrezYacht/Tropitanic/DA_ElPrezYacht_Tropitanic
Dolphin Therapy	DA_DolphinTherapy	Waterborne	Modern	Waterborne	Waterborne	PublicServices	PublicService	Healthcare	10000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\DolphinTherapy\DA_DolphinTherapy.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/DolphinTherapy/DA_DolphinTherapy
Marine Cleanup Station	DA_MarineCleanupStation	Waterborne	Modern	Waterborne	Waterborne	PublicServices	PublicService		10000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Waterborne\MarineCleanupStation\DA_MarineCleanupStation.uasset	/Game/Blueprints/Buildings/DLC/Waterborne/MarineCleanupStation/DA_MarineCleanupStation
Botanical Garden	DA_BotanicalGarden	World Wars	WorldWars	World Wars	WorldWars	Entertainment	Entertainment	Entertainment	4200	0	0	False	BuildBotanicalGarden	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_BotanicalGarden.uasset	/Game/Blueprints/Buildings/WorldWars/BotanicalGarden/BP_BotanicalGarden.BP_BotanicalGarden_C
Fun Fair Pier	DA_FunFairPier	World Wars	WorldWars	World Wars	WorldWars	Entertainment	Entertainment	Entertainment	7350	0	0	False	BuildFunfairPier	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_FunFairPier.uasset	/Game/Blueprints/Buildings/ColdWar/FunFairPier/BP_T6FunfairPier.BP_T6FunfairPier_C
Restaurant	DA_Restaurant	World Wars	WorldWars	World Wars	WorldWars	Entertainment	Entertainment	Entertainment	2600	0	0	False	BuildRestaurant	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Restaurant.uasset	/Game/Blueprints/Buildings/WorldWars/Restaurant/BP_Restaurant.BP_Restaurant_C
Oil Well	DA_OilWell	World Wars	WorldWars	World Wars	WorldWars	FoodAndResources	FoodResource	SoilResources	5000	0	0	False	BuildOilWell	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_OilWell.uasset	/Game/Blueprints/Buildings/WorldWars/OilWell/BP_OilWell.BP_OilWell_C
Bank	DA_Bank	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance		15000	0	0	False	BuildBank	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Bank.uasset	/Game/Blueprints/Buildings/WorldWars/Bank/BP_Bank.BP_Bank_C
Corruption Agency	DA_CorruptionAgency	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance		10000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_CorruptionAgency.uasset	/Game/Blueprints/Buildings/DLC/Lobbyistico/WorldWar/Corruption_Agency/BP_T6CorruptionAgency.BP_T6CorruptionAgency_C
Customs Office	DA_CustomsOffice	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance	Govermental	9000	0	0	False	BuildCustomsOffice	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_CustomsOffice.uasset	/Game/Blueprints/Buildings/WorldWars/CustomsOffice/BP_CustomsOffice.BP_CustomsOffice_C
Embassy	DA_Embassy	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance	Govermental	5000	0	0	False	BuildEmbassy	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Embassy.uasset	/Game/Blueprints/Buildings/WorldWars/Embassy/BP_Embassy.BP_Embassy_C
Immigration Office	DA_ImmigrationOffice	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance	Govermental	4000	0	0	False	BuildImmigrationOffice	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_ImmigrationOffice.uasset	/Game/Blueprints/Buildings/WorldWars/ImmigrationOffice/BP_ImmigrationOffice.BP_ImmigrationOffice_C
Ministry	DA_T6Ministry	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance	Govermental	16000	0	0	False	BuildMinistry	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_T6Ministry.uasset	/Game/Blueprints/Buildings/WorldWars/Ministry/BP_T6Ministry.BP_T6Ministry_C
Police Station	DA_PoliceStation	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance	Govermental	2800	0	0	False	BuildPoliceStation	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_PoliceStation.uasset	/Game/Blueprints/Buildings/WorldWars/PoliceStation/BP_PoliceStation.BP_PoliceStation_C
Prison	DA_Prison	World Wars	WorldWars	World Wars	WorldWars	Government	GovernmentFinance		12000	0	0	False	BuildPrison	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Prison.uasset	/Game/Blueprints/Buildings/WorldWars/Prison/BP_Prison.BP_Prison_C
Apartment	DA_Apartment	World Wars	WorldWars	World Wars	WorldWars	Housing	Housing	Residential	3000	0	0	False	BuildApartment	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Apartment.uasset	/Game/Blueprints/Buildings/WorldWars/Apartment/BP_Apartment.BP_Apartment_C
House	DA_House	World Wars	WorldWars	World Wars	WorldWars	Housing	Housing	Residential	1450	0	0	False	BuildHouse	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_House.uasset	/Game/Blueprints/Buildings/WorldWars/House/BP_House.BP_House_C
Official Residence	DA_Official_Residence	World Wars	WorldWars	World Wars	WorldWars	Housing	Housing	Residential	2000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Official_Residence.uasset	/Game/Blueprints/Buildings/DLC/Lobbyistico/ColdWar/Official_Residence/BP_T6OfficialResidence.BP_T6OfficialResidence_C
Cannery	DA_Cannery	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	6500	0	0	False	BuildCannery	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Cannery.uasset	/Game/Blueprints/Buildings/WorldWars/Cannery/BP_Cannery.BP_Cannery_C
Cigar Factory	DA_CigarFactory	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	13500	0	0	False	BuildCigarFactory	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_CigarFactory.uasset	/Game/Blueprints/Buildings/WorldWars/CigarFactory/BP_CigarFactory.BP_CigarFactory_C
Creamery	DA_Creamery	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	10500	0	0	False	BuildCreamery	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Creamery.uasset	/Game/Blueprints/Buildings/WorldWars/Creamery/BP_Creamery.BP_Creamery_C
Shipyard	DA_Shipyard	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	9500	0	0	False	BuildShipyard	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Shipyard.uasset	/Game/Blueprints/Buildings/WorldWars/Shipyard/BP_Shipyard.BP_Shipyard_C
Steel Mill	DA_SteelMill	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	9500	0	0	False	BuildSteelMill	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_SteelMill.uasset	/Game/Blueprints/Buildings/WorldWars/SteelMill/BP_SteelMill.BP_SteelMill_C
Textile Mill	DA_TextileMill	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	10500	0	0	False	BuildTextileMill	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_TextileMill.uasset	/Game/Blueprints/Buildings/WorldWars/TextileMill/BP_TextileMill.BP_TextileMill_C
Weapons Factory	DA_WeaponsFactory	World Wars	WorldWars	World Wars	WorldWars	Industry	Industry	Industrial	18000	0	0	False	BuildWeaponsFactory	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_WeaponsFactory.uasset	/Game/Blueprints/Buildings/WorldWars/WeaponsFactory/BP_WeaponsFactory.BP_WeaponsFactory_C
Bus Garage	DA_BusGarage	World Wars	WorldWars	World Wars	WorldWars	Infrastructure	Infrastructure		1500	0	0	False	BuildBusGarage	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_BusGarage.uasset	/Game/Blueprints/Buildings/WorldWars/BusGarage/BP_BusGarage.BP_BusGarage_C
Bus Stop	DA_BusStop	World Wars	WorldWars	World Wars	WorldWars	Infrastructure	Infrastructure		0	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_BusStop.uasset	/Game/Blueprints/Buildings/WorldWars/BusStop/BP_BusStop.BP_BusStop_C
Electric Substation	DA_ElectricSubstation	World Wars	WorldWars	World Wars	WorldWars	Infrastructure	Infrastructure		2000	0	0	False	BuildElectricSubstation	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_ElectricSubstation.uasset	/Game/Blueprints/Buildings/WorldWars/ElectricSubstation/BP_ElectricSubstation.BP_ElectricSubstation_C
Parking Deck	DA_ParkingDeck	World Wars	WorldWars	World Wars	WorldWars	Infrastructure	Infrastructure		1200	0	0	False	BuildParkingDeck	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_ParkingDeck.uasset	/Game/Blueprints/Buildings/WorldWars/ParkingDeck/BP_ParkingDeck.BP_ParkingDeck_C
Power Plant	DA_PowerPlant	World Wars	WorldWars	World Wars	WorldWars	Infrastructure	Infrastructure		12000	0	0	False	BuildPowerPlant	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_PowerPlant.uasset	/Game/Blueprints/Buildings/WorldWars/PowerPlant/BP_PowerPlant.BP_PowerPlant_C
Tunnel	DA_Tunnel	World Wars	WorldWars	World Wars	WorldWars	Infrastructure	Infrastructure		2000	500	500	False	BuildTunnel	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Tunnel.uasset	/Game/Blueprints/Buildings/WorldWars/Tunnel/BP_T6Tunnel.BP_T6Tunnel_C
Ahu Akivi Moai Heads	DA_AhuAkiviMoaiHeads	World Wars	WorldWars	World Wars	WorldWars	Landmarks			12500	0	0	True	BuildAhuAkiviMoaiHeads	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_AhuAkiviMoaiHeads.uasset	/Game/Blueprints/Buildings/Landmarks/AhuAkiviMoaiHeads/BP_T6AhuAkiviMoaiHeads.BP_T6AhuAkiviMoaiHeads_C
Eiffel Tower	DA_T6EiffelTower	World Wars	WorldWars	World Wars	WorldWars	Landmarks			12500	0	0	True		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_T6EiffelTower.uasset	/Game/Blueprints/Buildings/Landmarks/EiffelTower/BP_T6EiffelTower.BP_T6EiffelTower_C
Great Wall	DA_T6GreatWall	World Wars	WorldWars	World Wars	WorldWars	Landmarks			15000	0	0	True	BuildGreatWall	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_T6GreatWall.uasset	/Game/Blueprints/Buildings/Landmarks/GreatWall/BP_T6GreatWall.BP_T6GreatWall_C
Hikone Castle	DA_HikoneCastle	World Wars	WorldWars	World Wars	WorldWars	Landmarks			12500	0	0	True	BuildHikoneCastle	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_HikoneCastle.uasset	/Game/Blueprints/Buildings/Landmarks/HikoneCastle/BP_T6HikoneCastle.BP_T6HikoneCastle_C
Taj Mahal	DA_T6TajMahal	World Wars	WorldWars	World Wars	WorldWars	Landmarks			12500	0	0	True	BuildTajMahal	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_T6TajMahal.uasset	/Game/Blueprints/Buildings/Landmarks/TajMahal/BP_T6TajMahal.BP_T6TajMahal_C
Cabaret	DA_Cabaret	World Wars	WorldWars	World Wars	WorldWars	LuxuryEntertainment	LuxuryEntertainment	Entertainment	5000	0	0	False	BuildCabaret	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Cabaret.uasset	/Game/Blueprints/Buildings/WorldWars/Cabaret/BP_Cabaret.BP_Cabaret_C
El Presidente Club	DA_ElPresidenteClub	World Wars	WorldWars	World Wars	WorldWars	LuxuryEntertainment	LuxuryEntertainment		15000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_ElPresidenteClub.uasset	/Game/Blueprints/Buildings/DLC/Lobbyistico/WorldWar/ElPresidente_Club/BP_T6ElPresidenteClub.BP_T6ElPresidenteClub_C
College	DA_College	World Wars	WorldWars	World Wars	WorldWars	MediaAndEducation	MediaEducation	Educational	12000	0	0	False	BuildCollege	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_College.uasset	/Game/Blueprints/Buildings/WorldWars/College/BP_College.BP_College_C
Highschool	DA_Highschool	World Wars	WorldWars	World Wars	WorldWars	MediaAndEducation	MediaEducation	Educational	7000	0	0	False	BuildHighSchool	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Highschool.uasset	/Game/Blueprints/Buildings/WorldWars/Highschool/BP_Highschool.BP_Highschool_C
Radio Station	DA_RadioStation	World Wars	WorldWars	World Wars	WorldWars	MediaAndEducation	MediaEducation	Media	2400	0	0	False	BuildRadioStation	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_RadioStation.uasset	/Game/Blueprints/Buildings/WorldWars/RadioStation/BP_RadioStation.BP_RadioStation_C
Army Base	DA_ArmyBase	World Wars	WorldWars	World Wars	WorldWars	Military	Military	Military	15000	0	0	False	BuildArmyBase	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_ArmyBase.uasset	/Game/Blueprints/Buildings/WorldWars/ArmyBase/BP_ArmyBase.BP_ArmyBase_C
Barracks	DA_Barracks	World Wars	WorldWars	World Wars	WorldWars	Military	Military	Military	6000	0	0	False	BuildBarracks	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Barracks.uasset	/Game/Blueprints/Buildings/WorldWars/Barracks/BP_Barracks.BP_Barracks_C
Commando Garrison	DA_T6CommandoGarrison	World Wars	WorldWars	World Wars	WorldWars	Military	Military	Raid	8000	0	0	False	BuildCommandoGarrison	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_T6CommandoGarrison.uasset	/Game/Blueprints/Buildings/WorldWars/CommandoGarrison/BP_T6CommandoGarrison.BP_T6CommandoGarrison_C
Watchtower	DA_Watchtower	World Wars	WorldWars	World Wars	WorldWars	Military	Military	Military	600	0	0	False	BuildWatchtower	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Watchtower.uasset	/Game/Blueprints/Buildings/WorldWars/Watchtower/BP_T6Watchtower.BP_T6Watchtower_C
Church	DA_Church	World Wars	WorldWars	World Wars	WorldWars	PublicServices	PublicService	Religious	4600	0	0	False	BuildChurch	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Church.uasset	/Game/Blueprints/Buildings/WorldWars/Church/BP_Church.BP_Church_C
Clinic	DA_Clinic	World Wars	WorldWars	World Wars	WorldWars	PublicServices	PublicService	Healthcare	3000	0	0	False	BuildClinic	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_Clinic.uasset	/Game/Blueprints/Buildings/WorldWars/Clinic/BP_Clinic.BP_Clinic_C
Fire Station	DA_FireStation	World Wars	WorldWars	World Wars	WorldWars	PublicServices	PublicService		4500	0	0	False	BuildFireStation	C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\BuildingData\WorldWars\DA_FireStation.uasset	/Game/Blueprints/Buildings/WorldWars/FireStation/BP_FireStation.BP_FireStation_C
Mask Mill	DA_MaskMill	Zombie	Modern	Zombie	Zombie	Industry	Industry	Industrial	12000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\MaskMill\DA_MaskMill.uasset	/Game/Blueprints/Buildings/DLC/Zombie/MaskMill/DA_MaskMill
Medical Check Point	DA_MedicalCheckpoint	Zombie	Modern	Zombie	Zombie	Military	Military		500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\MedicalCheckPoint\DA_MedicalCheckpoint.uasset	/Game/Blueprints/Buildings/DLC/Zombie/MedicalCheckPoint/DA_MedicalCheckpoint
Cure Cannon	DA_CureCannon	Zombie	Modern	Zombie	Zombie	PublicServices	PublicService		5000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\CureCannon\DA_CureCannon.uasset	/Game/Blueprints/Buildings/DLC/Zombie/CureCannon/DA_CureCannon
Isolation Center	DA_T6IsolationCenterBP	Zombie	Modern	Zombie	Zombie	PublicServices	PublicService		3500	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\IsolationCenter\DA_T6IsolationCenterBP.uasset	/Game/Blueprints/Buildings/DLC/Zombie/IsolationCenter/DA_T6IsolationCenterBP
Mega Hospital	DA_T6MegaHospital	Zombie	Modern	Zombie	Zombie	PublicServices	PublicService	Healthcare	10000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\MegaHospital\DA_T6MegaHospital.uasset	/Game/Blueprints/Buildings/DLC/Zombie/MegaHospital/DA_T6MegaHospital.DA_T6MegaHospital
Snake Oil Salesman	DA_SnakeOilSalesman	Zombie	Modern	Zombie	Zombie	PublicServices	PublicService		5000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\SnakeOilSalesman\DA_SnakeOilSalesman.uasset	/Game/Blueprints/Buildings/DLC/Zombie/SnakeOilSalesman/DA_SnakeOilSalesman
TCDC	DA_TCDC	Zombie	Modern	Zombie	Zombie	PublicServices	PublicService		12000	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\TCDC\DA_TCDC.uasset	/Game/Blueprints/Buildings/DLC/Zombie/TCDC/DA_TCDC
Water Tower	DA_WaterTower	Zombie	Modern	Zombie	Zombie	PublicServices	PublicService		1200	0	0	False		C:\Program Files\Epic Games\Tropico6ModKit\Tropico6\Content\Blueprints\Buildings\DLC\Zombie\WaterTower\DA_WaterTower.uasset	/Game/Blueprints/Buildings/DLC/Zombie/WaterTower/DA_WaterTower
