# Category	LocalIndex	DisplayName	BlueprintCost	ConstructionCost	TemplateType	IconPath	SpriteTexturePath	DetailText
Infrastructure	0	도로		15	SingleTileMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_Road.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\T_ICO_Road.png	등장 시기: 식민지 시대, 세계대전 시대(다리)\n건물을 도로로 연결하여 상품 운송과 이동을 가능하게 합니다.
Military	11	드론 지휘소	9500	22000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_droneCommand.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_droneCommand.png	등장 시기: 현대 시대\n효과: 무인 정찰 및 원격 작전 통제
Military	12	사이버 작전 센터	11000	26000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_cyberOperationCenter.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_cyberOperationCenter.png	등장 시기: 현대 시대\n효과: 사이버 방어 및 디지털 교란 작전 지원
GovernmentFinance	0	궁전	없음	12000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\CustomizationIcons\\TabIcons\\T_ICO_palace.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\CustomizationIcons\\TabIcons\\T_ICO_palace.png	등장 시기: 식민지 시대\n효과: 정권 중심지 및 국가 상징 건물
GovernmentFinance	1	지하 감옥	1200	3200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_dungeon.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColonial\\T_ICO_Colonial_dungeon.png	등장 시기: 식민지 시대\n효과: 비밀 수감 및 강압 통치 수단 제공
GovernmentFinance	2	경찰서	2200	6600	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_policeStation.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_policeStation.png	등장 시기: 세계대전 시대\n효과: 범죄 대응 및 치안 유지
GovernmentFinance	3	교도소	2800	8400	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_prison.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_prison.png	등장 시기: 세계대전 시대\n효과: 범죄자 수감 및 교정 기능 제공
GovernmentFinance	4	출입국 관리소	3500	9000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_immigrationOffice.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_immigrationOffice.png	등장 시기: 냉전 시대\n효과: 이민 및 입국 심사 행정 처리
GovernmentFinance	5	정부 청사	4200	11000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_ministry.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_ministry.png	등장 시기: 세계대전 시대\n효과: 중앙 행정 및 정책 운영 지원
GovernmentFinance	6	대사관	5000	13000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_embassy.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_embassy.png	등장 시기: 냉전 시대\n효과: 외교 관계 및 해외 교섭 지원
GovernmentFinance	7	은행	3600	9800	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_bank.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsWorldWars\\T_ICO_WorldWar_bank.png	등장 시기: 냉전 시대\n효과: 자금 운용 및 금융 서비스 제공
GovernmentFinance	8	법원	4200	10500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_courthouse.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_courthouse.png	등장 시기: 냉전 시대\n효과: 재판 및 사법 행정 기능 제공
GovernmentFinance	9	정보부 청사	7000	17500	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_ministryOfInformation.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsColdWar\\T_ICO_ColdWar_ministryOfInformation.png	등장 시기: 냉전 시대\n효과: 국내외 정보 분석 및 비밀 행정 지원
GovernmentFinance	10	경찰 비행선	8500	19000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_policeBlimp.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_policeBlimp.png	등장 시기: 현대 시대\n효과: 공중 순찰 및 광역 치안 감시
GovernmentFinance	11	사무소	2400	7200	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_office.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_office.png	등장 시기: 냉전 시대\n효과: 일반 행정 및 사무 업무 처리
GovernmentFinance	12	역외 사무소	6500	16000	Diamond3x3SingleMarker	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_offshoreOffice.png	TROPICO_ASSET\\Visuals\\UI\\Icons\\BuildingIcons\\BuildingsModernTimes\\T_ICO_ModernTimes_offshoreOffice.png	등장 시기: 현대 시대\n효과: 해외 자산 및 특수 재정 업무 지원
